Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
"scrollToElement(findTestObject(""IE_Home_ShowMoreDetail_Page/ShowLessDetail""), Timeout)",Chrome 72.0.3626.121,,2019-04-03 11:10:32,2019-04-03 11:10:32,0.206s,PASSED
"TextOfShowLessDetail = getText(findTestObject(""IE_Home_ShowMoreDetail_Page/ShowLessDetail""))",Chrome 72.0.3626.121,,2019-04-03 11:10:32,2019-04-03 11:10:32,0.097s,PASSED
getAllDetails_IE_HomePage.PrintStatement.getTextofElement(TextOfShowLessDetail),Chrome 72.0.3626.121,,2019-04-03 11:10:32,2019-04-03 11:10:32,0.001s,PASSED
"click(findTestObject(""IE_Home_ShowMoreDetail_Page/ShowLessDetail""))",Chrome 72.0.3626.121,,2019-04-03 11:10:32,2019-04-03 11:10:32,0.203s,PASSED
"waitForElementPresent(findTestObject(""IE_Home_ShowMoreDetail_Page/ShowMoreDetails""), Timeout)",Chrome 72.0.3626.121,,2019-04-03 11:10:32,2019-04-03 11:10:32,0.109s,PASSED
"TextOfShowMoreDetail = getText(findTestObject(""IE_Home_ShowMoreDetail_Page/ShowMoreDetails""))",Chrome 72.0.3626.121,,2019-04-03 11:10:32,2019-04-03 11:10:33,0.126s,PASSED
getAllDetails_IE_HomePage.PrintStatement.getTextofElement(TextOfShowMoreDetail),Chrome 72.0.3626.121,,2019-04-03 11:10:33,2019-04-03 11:10:33,0.000s,PASSED
Start listener action : sampleAfterTestCase,Chrome 72.0.3626.121,,2019-04-03 11:10:33,2019-04-03 11:10:33,0.000s,PASSED
,,,,,,
Test Cases/IEHomePageTestCase/TC008_GetDetailsofHistoryDetails,Chrome 72.0.3626.121,,2019-04-03 11:10:33,2019-04-03 11:10:53,20.133s,PASSED
Start listener action : sampleBeforeTestCase,Chrome 72.0.3626.121,,2019-04-03 11:10:33,2019-04-03 11:10:33,0.000s,PASSED
"callTestCase(findTestCase(""IEHomePageTestCase/TC005_NavigateTO_IE_HOME - Copy""), [:], STOP_ON_FAILURE)",Chrome 72.0.3626.121,,2019-04-03 11:10:33,2019-04-03 11:10:52,18.544s,PASSED
getAllDetails_IE_HomePage.IE_Homepage_Detail.getDetailofHistory(),Chrome 72.0.3626.121,,2019-04-03 11:10:52,2019-04-03 11:10:53,1.034s,PASSED
Start listener action : sampleAfterTestCase,Chrome 72.0.3626.121,,2019-04-03 11:10:53,2019-04-03 11:10:53,0.000s,PASSED
,,,,,,
Test Cases/IEHomePageTestCase/TC003_ValidateSwitchBetweenTabOnIEHOME,Chrome 72.0.3626.121,,2019-04-03 11:10:53,2019-04-03 11:11:12,18.972s,PASSED
Start listener action : sampleBeforeTestCase,Chrome 72.0.3626.121,,2019-04-03 11:10:53,2019-04-03 11:10:53,0.000s,PASSED
"callTestCase(findTestCase(""IEHomePageTestCase/TC005_NavigateTO_IE_HOME - Copy""), [:], STOP_ON_FAILURE)",Chrome 72.0.3626.121,,2019-04-03 11:10:54,2019-04-03 11:11:11,17.098s,PASSED
"getAllDetails_IE_HomePage.IE_Homepage_Detail.verifySwitchTabonIEHOME(""Match & Reconcile"")",Chrome 72.0.3626.121,,2019-04-03 11:11:11,2019-04-03 11:11:12,0.905s,PASSED
Start listener action : sampleAfterTestCase,Chrome 72.0.3626.121,,2019-04-03 11:11:12,2019-04-03 11:11:12,0.002s,PASSED
,,,,,,
Test Cases/IEHomePageTestCase/TC007_VerifyCollapsedModeOfShowMoreDetailLink,Chrome 72.0.3626.121,,2019-04-03 11:11:12,2019-04-03 11:11:33,21.854s,PASSED
Start listener action : sampleBeforeTestCase,Chrome 72.0.3626.121,,2019-04-03 11:11:12,2019-04-03 11:11:12,0.000s,PASSED
"callTestCase(findTestCase(""IEHomePageTestCase/TC005_NavigateTO_IE_HOME - Copy""), [:], STOP_ON_FAILURE)",Chrome 72.0.3626.121,,2019-04-03 11:11:13,2019-04-03 11:11:31,17.711s,PASSED
"waitForElementPresent(findTestObject(""IE_Home_ShowMoreDetail_Page/ShowMoreDetails""), Timeout)",Chrome 72.0.3626.121,,2019-04-03 11:11:31,2019-04-03 11:11:31,0.052s,PASSED
"click(findTestObject(""IE_Home_ShowMoreDetail_Page/ShowMoreDetails""))",Chrome 72.0.3626.121,,2019-04-03 11:11:31,2019-04-03 11:11:31,0.221s,PASSED
getAllDetails_IE_HomePage.IE_Homepage_Detail.getDetails(),Chrome 72.0.3626.121,,2019-04-03 11:11:31,2019-04-03 11:11:31,0.424s,PASSED
delay(2),Chrome 72.0.3626.121,,2019-04-03 11:11:31,2019-04-03 11:11:33,2.006s,PASSED
"scrollToElement(findTestObject(""IE_Home_ShowMoreDetail_Page/ShowLessDetail""), Timeout)",Chrome 72.0.3626.121,,2019-04-03 11:11:33,2019-04-03 11:11:33,0.097s,PASSED
"textOfShowlessDetail = getText(findTestObject(""IE_Home_ShowMoreDetail_Page/ShowLessDetail""))",Chrome 72.0.3626.121,,2019-04-03 11:11:33,2019-04-03 11:11:33,0.085s,PASSED
getAllDetails_IE_HomePage.PrintStatement.getTextofElement(textOfShowlessDetail),Chrome 72.0.3626.121,,2019-04-03 11:11:33,2019-04-03 11:11:33,0.001s,PASSED
Start listener action : sampleAfterTestCase,Chrome 72.0.3626.121,,2019-04-03 11:11:33,2019-04-03 11:11:33,0.002s,PASSED
