Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Start listener action : sampleBeforeTestCase,Chrome 72.0.3626.121,,2019-04-03 10:44:01,2019-04-03 10:44:01,0.002s,PASSED
"callTestCase(findTestCase(""IEHomePageTestCase/TC005_NavigateTO_IE_HOME - Copy""), [:], STOP_ON_FAILURE)",Chrome 72.0.3626.121,,2019-04-03 10:44:02,2019-04-03 10:44:19,16.963s,PASSED
getAllDetails_IE_HomePage.IE_Homepage_Detail.getDetailofHistory(),Chrome 72.0.3626.121,,2019-04-03 10:44:19,2019-04-03 10:44:20,0.908s,PASSED
Start listener action : sampleAfterTestCase,Chrome 72.0.3626.121,,2019-04-03 10:44:20,2019-04-03 10:44:20,0.000s,PASSED
,,,,,,
Test Cases/IEHomePageTestCase/TC003_ValidateSwitchBetweenTabOnIEHOME,Chrome 72.0.3626.121,,2019-04-03 10:44:20,2019-04-03 10:44:38,18.766s,PASSED
Start listener action : sampleBeforeTestCase,Chrome 72.0.3626.121,,2019-04-03 10:44:20,2019-04-03 10:44:20,0.000s,PASSED
"callTestCase(findTestCase(""IEHomePageTestCase/TC005_NavigateTO_IE_HOME - Copy""), [:], STOP_ON_FAILURE)",Chrome 72.0.3626.121,,2019-04-03 10:44:21,2019-04-03 10:44:38,16.672s,PASSED
"getAllDetails_IE_HomePage.IE_Homepage_Detail.verifySwitchTabonIEHOME(""Match & Reconcile"")",Chrome 72.0.3626.121,,2019-04-03 10:44:38,2019-04-03 10:44:38,0.825s,PASSED
Start listener action : sampleAfterTestCase,Chrome 72.0.3626.121,,2019-04-03 10:44:38,2019-04-03 10:44:38,0.001s,PASSED
,,,,,,
Test Cases/MatchAndReconcilePageTestCase/TC010_VerifyDetailsofMatchAndReconcile,Chrome 72.0.3626.121,,2019-04-03 10:44:38,2019-04-03 10:45:31,53.144s,FAILED
Start listener action : sampleBeforeTestCase,Chrome 72.0.3626.121,,2019-04-03 10:44:38,2019-04-03 10:44:38,0.000s,PASSED
"callTestCase(findTestCase(""IEHomePageTestCase/TC003_ValidateSwitchBetweenTabOnIEHOME""), [:], STOP_ON_FAILURE)",Chrome 72.0.3626.121,,2019-04-03 10:44:40,2019-04-03 10:44:58,17.757s,PASSED
"waitForElementPresent(findTestObject(""IE_Home_MatchAndReconcile_Page/HeaderOfMatchAndReconcile""), Timeout)",Chrome 72.0.3626.121,,2019-04-03 10:44:58,2019-04-03 10:45:00,2.145s,PASSED
"elements = getText(findTestObject(""IE_Home_MatchAndReconcile_Page/HeaderOfMatchAndReconcile""))",Chrome 72.0.3626.121,,2019-04-03 10:45:00,2019-04-03 10:45:31,31.783s,FAILED
Start listener action : sampleAfterTestCase,Chrome 72.0.3626.121,,2019-04-03 10:45:31,2019-04-03 10:45:31,0.002s,PASSED
