Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
getAllDetails_IE_HomePage.PrintStatement.getTextofElement(textOFWalmart),Chrome 72.0.3626.121,,2019-04-10 14:06:51,2019-04-10 14:06:51,0.034s,PASSED
Start listener action : sampleAfterTestCase,Chrome 72.0.3626.121,,2019-04-10 14:06:51,2019-04-10 14:06:54,2.674s,PASSED
,,,,,,
Test Cases/IEHomePageTestCase/TC006_VerifyDetailsOfShowMoreDetailLink,Chrome 72.0.3626.121,,2019-04-10 14:06:54,2019-04-10 14:07:24,29.359s,PASSED
Start listener action : sampleBeforeTestCase,Chrome 72.0.3626.121,,2019-04-10 14:06:54,2019-04-10 14:06:54,0.005s,PASSED
"callTestCase(findTestCase(""IEHomePageTestCase/TC005_NavigateTO_IE_HOME - Copy""), [:], STOP_ON_FAILURE)",Chrome 72.0.3626.121,,2019-04-10 14:06:55,2019-04-10 14:07:17,21.517s,PASSED
"waitForElementPresent(findTestObject(""IE_Home_ShowMoreDetail_Page/ShowMoreDetails""), Timeout)",Chrome 72.0.3626.121,,2019-04-10 14:07:17,2019-04-10 14:07:17,0.224s,PASSED
"click(findTestObject(""IE_Home_ShowMoreDetail_Page/ShowMoreDetails""))",Chrome 72.0.3626.121,,2019-04-10 14:07:17,2019-04-10 14:07:18,0.557s,PASSED
getAllDetails_IE_HomePage.IE_Homepage_Detail.getDetails(),Chrome 72.0.3626.121,,2019-04-10 14:07:18,2019-04-10 14:07:18,0.522s,PASSED
delay(2),Chrome 72.0.3626.121,,2019-04-10 14:07:18,2019-04-10 14:07:20,2.019s,PASSED
"scrollToElement(findTestObject(""IE_Home_ShowMoreDetail_Page/ShowLessDetail""), Timeout)",Chrome 72.0.3626.121,,2019-04-10 14:07:20,2019-04-10 14:07:20,0.253s,PASSED
"TextOfShowLessDetail = getText(findTestObject(""IE_Home_ShowMoreDetail_Page/ShowLessDetail""))",Chrome 72.0.3626.121,,2019-04-10 14:07:20,2019-04-10 14:07:21,0.142s,PASSED
getAllDetails_IE_HomePage.PrintStatement.getTextofElement(TextOfShowLessDetail),Chrome 72.0.3626.121,,2019-04-10 14:07:21,2019-04-10 14:07:21,0.002s,PASSED
"click(findTestObject(""IE_Home_ShowMoreDetail_Page/ShowLessDetail""))",Chrome 72.0.3626.121,,2019-04-10 14:07:21,2019-04-10 14:07:21,0.157s,PASSED
"waitForElementPresent(findTestObject(""IE_Home_ShowMoreDetail_Page/ShowMoreDetails""), Timeout)",Chrome 72.0.3626.121,,2019-04-10 14:07:21,2019-04-10 14:07:21,0.051s,PASSED
"TextOfShowMoreDetail = getText(findTestObject(""IE_Home_ShowMoreDetail_Page/ShowMoreDetails""))",Chrome 72.0.3626.121,,2019-04-10 14:07:21,2019-04-10 14:07:21,0.057s,PASSED
getAllDetails_IE_HomePage.PrintStatement.getTextofElement(TextOfShowMoreDetail),Chrome 72.0.3626.121,,2019-04-10 14:07:21,2019-04-10 14:07:21,0.005s,PASSED
Start listener action : sampleAfterTestCase,Chrome 72.0.3626.121,,2019-04-10 14:07:21,2019-04-10 14:07:24,2.649s,PASSED
,,,,,,
Test Cases/IEHomePageTestCase/TC008_GetDetailsofHistoryDetails,Chrome 72.0.3626.121,,2019-04-10 14:07:24,2019-04-10 14:07:51,27.287s,PASSED
Start listener action : sampleBeforeTestCase,Chrome 72.0.3626.121,,2019-04-10 14:07:24,2019-04-10 14:07:24,0.005s,PASSED
"callTestCase(findTestCase(""IEHomePageTestCase/TC005_NavigateTO_IE_HOME - Copy""), [:], STOP_ON_FAILURE)",Chrome 72.0.3626.121,,2019-04-10 14:07:24,2019-04-10 14:07:47,22.635s,PASSED
getAllDetails_IE_HomePage.IE_Homepage_Detail.getDetailofHistory(),Chrome 72.0.3626.121,,2019-04-10 14:07:47,2019-04-10 14:07:48,1.231s,PASSED
Start listener action : sampleAfterTestCase,Chrome 72.0.3626.121,,2019-04-10 14:07:48,2019-04-10 14:07:51,2.670s,PASSED
,,,,,,
Test Cases/IEHomePageTestCase/TC003_ValidateSwitchBetweenTabOnIEHOME,Chrome 72.0.3626.121,,2019-04-10 14:07:51,2019-04-10 14:08:19,28.068s,PASSED
Start listener action : sampleBeforeTestCase,Chrome 72.0.3626.121,,2019-04-10 14:07:51,2019-04-10 14:07:51,0.010s,PASSED
"callTestCase(findTestCase(""IEHomePageTestCase/TC005_NavigateTO_IE_HOME - Copy""), [:], STOP_ON_FAILURE)",Chrome 72.0.3626.121,,2019-04-10 14:07:52,2019-04-10 14:08:14,22.362s,PASSED
"getAllDetails_IE_HomePage.IE_Homepage_Detail.verifySwitchTabonIEHOME(""Match & Reconcile"")",Chrome 72.0.3626.121,,2019-04-10 14:08:14,2019-04-10 14:08:15,1.211s,PASSED
Start listener action : sampleAfterTestCase,Chrome 72.0.3626.121,,2019-04-10 14:08:15,2019-04-10 14:08:19,3.653s,PASSED
,,,,,,
Test Cases/IEHomePageTestCase/TC007_VerifyCollapsedModeOfShowMoreDetailLink,Chrome 72.0.3626.121,,2019-04-10 14:08:19,2019-04-10 14:08:49,29.839s,PASSED
Start listener action : sampleBeforeTestCase,Chrome 72.0.3626.121,,2019-04-10 14:08:19,2019-04-10 14:08:19,0.000s,PASSED
"callTestCase(findTestCase(""IEHomePageTestCase/TC005_NavigateTO_IE_HOME - Copy""), [:], STOP_ON_FAILURE)",Chrome 72.0.3626.121,,2019-04-10 14:08:20,2019-04-10 14:08:43,22.958s,PASSED
"waitForElementPresent(findTestObject(""IE_Home_ShowMoreDetail_Page/ShowMoreDetails""), Timeout)",Chrome 72.0.3626.121,,2019-04-10 14:08:43,2019-04-10 14:08:43,0.065s,PASSED
"click(findTestObject(""IE_Home_ShowMoreDetail_Page/ShowMoreDetails""))",Chrome 72.0.3626.121,,2019-04-10 14:08:43,2019-04-10 14:08:43,0.345s,PASSED
getAllDetails_IE_HomePage.IE_Homepage_Detail.getDetails(),Chrome 72.0.3626.121,,2019-04-10 14:08:43,2019-04-10 14:08:44,0.496s,PASSED
delay(2),Chrome 72.0.3626.121,,2019-04-10 14:08:44,2019-04-10 14:08:46,2.006s,PASSED
"scrollToElement(findTestObject(""IE_Home_ShowMoreDetail_Page/ShowLessDetail""), Timeout)",Chrome 72.0.3626.121,,2019-04-10 14:08:46,2019-04-10 14:08:46,0.106s,PASSED
"textOfShowlessDetail = getText(findTestObject(""IE_Home_ShowMoreDetail_Page/ShowLessDetail""))",Chrome 72.0.3626.121,,2019-04-10 14:08:46,2019-04-10 14:08:46,0.183s,PASSED
getAllDetails_IE_HomePage.PrintStatement.getTextofElement(textOfShowlessDetail),Chrome 72.0.3626.121,,2019-04-10 14:08:46,2019-04-10 14:08:46,0.000s,PASSED
Start listener action : sampleAfterTestCase,Chrome 72.0.3626.121,,2019-04-10 14:08:46,2019-04-10 14:08:49,2.701s,PASSED
,,,,,,
Test Cases/MatchAndReconcilePageTestCase/TC010_VerifyDetailsofMatchAndReconcile,Chrome 72.0.3626.121,,2019-04-10 14:08:49,2019-04-10 14:09:22,32.895s,PASSED
Start listener action : sampleBeforeTestCase,Chrome 72.0.3626.121,,2019-04-10 14:08:49,2019-04-10 14:08:49,0.005s,PASSED
"callTestCase(findTestCase(""IEHomePageTestCase/TC003_ValidateSwitchBetweenTabOnIEHOME""), [:], STOP_ON_FAILURE)",Chrome 72.0.3626.121,,2019-04-10 14:08:50,2019-04-10 14:09:13,22.506s,PASSED
"waitForElementPresent(findTestObject(""IE_Home_MatchAndReconcile_Page/HeaderOfMatchAndReconcile""), Timeout)",Chrome 72.0.3626.121,,2019-04-10 14:09:13,2019-04-10 14:09:13,0.321s,PASSED
"elements = getText(findTestObject(""IE_Home_MatchAndReconcile_Page/HeaderOfMatchAndReconcile""))",Chrome 72.0.3626.121,,2019-04-10 14:09:13,2019-04-10 14:09:13,0.358s,PASSED
getAllDetails_IE_HomePage.PrintStatement.getTextofElement(elements),Chrome 72.0.3626.121,,2019-04-10 14:09:13,2019-04-10 14:09:13,0.005s,PASSED
delay(Timeout_MinDelay),Chrome 72.0.3626.121,,2019-04-10 14:09:13,2019-04-10 14:09:15,2.004s,PASSED
getAllDetails_IE_HomePage.Match_Reconcile_Detail.getHeaderDetailsOfMatchAndReconcile(),Chrome 72.0.3626.121,,2019-04-10 14:09:15,2019-04-10 14:09:15,0.155s,PASSED
getAllDetails_IE_HomePage.Match_Reconcile_Detail.getlistofReconHeader(),Chrome 72.0.3626.121,,2019-04-10 14:09:15,2019-04-10 14:09:16,0.233s,PASSED
getAllDetails_IE_HomePage.Match_Reconcile_Detail.getDetailsofReconHeader(),Chrome 72.0.3626.121,,2019-04-10 14:09:16,2019-04-10 14:09:16,0.638s,PASSED
delay(Timeout_MinDelay),Chrome 72.0.3626.121,,2019-04-10 14:09:16,2019-04-10 14:09:18,2.003s,PASSED
getAllDetails_IE_HomePage.Match_Reconcile_Detail.getDetailsofReceiverHeader(),Chrome 72.0.3626.121,,2019-04-10 14:09:18,2019-04-10 14:09:19,0.961s,PASSED
Start listener action : sampleAfterTestCase,Chrome 72.0.3626.121,,2019-04-10 14:09:19,2019-04-10 14:09:22,2.328s,PASSED
